domain,"in_TI_URLhaus"
"103.53.16.245:57133",true
"200.53.27.9:8443",true
"222.241.208.105:1268",true
"103.159.198.171:14233",true
"178.47.139.59:1874",true
"83.59.42.54:1071",true
"83.59.42.54:1051",true
"83.59.42.54:1078",true
"176.79.24.115:8080",true
"88.23.61.39:8080",true
"201.142.231.19:8080",true
"14.176.177.231",true
"120.157.225.155:85",true
"83.224.171.191",true
"83.224.166.41",true
"83.59.42.54:1044",true
"83.59.42.54:1058",true
"222.140.229.0:57843",true
"182.123.209.1:58118",true
"113.229.188.150:48973",true
"196.64.225.62:57807",true
"42.5.194.17:49606",true
"42.232.229.176:55816",true
"182.121.129.137:60925",true
"182.116.116.69:55965",true
"219.157.181.58:33685",true
"42.179.209.52:56255",true
"119.179.74.221:35623",true
"45.153.34.244",true
"182.122.185.47:53971",true
"123.12.236.101:51905",true
"123.190.22.233:46028",true
"42.231.252.182:55332",true
"42.180.196.53:54621",true
"113.237.65.72:35153",true
"115.58.144.113:33740",true
"125.45.11.38:57117",true
"115.63.135.231:54896",true
"61.52.49.211:47489",true
"42.227.236.144:33010",true
"221.202.18.86:51964",true
"182.113.205.231:48894",true
"119.116.37.11:42033",true
"101.99.233.30:48805",true
"61.52.83.185:41544",true
"113.238.14.252:32855",true
"222.138.103.200:56723",true
"59.180.148.107:46770",true
"science-payments-comics-dom.trycloudflare.com",true
"golden-founded-liz-openings.trycloudflare.com",true
"42.5.217.90:55925",true
"110.18.11.22:48383",true
"42.239.224.245:35590",true
"60.17.83.237:38412",true
"42.231.90.127:33475",true
"39.81.52.249:53698",true
"175.147.205.252:37021",true
"222.141.63.24:59080",true
"42.239.77.18:46494",true
"60.23.195.191:35722",true
"115.48.163.114:47003",true
"113.237.165.163:46344",true
"196.251.70.155",true
"27.215.53.72:60959",true
"39.74.252.16:33971",true
"almawadatours.com",true
"5.10.217.195",true
"219.156.56.171:60577",true
"175.165.85.89:49103",true
"116.138.27.133:53724",true
"64services.netlify.app",true
"115.58.124.247:35586",true
"113.236.155.205:37965",true
"219.156.22.185:53624",true
"113.236.90.183:40311",true
"59.88.12.232:45784",true
"113.239.83.26:37451",true
"59.184.63.223:39553",true
"42.86.171.16:37207",true
"42.7.171.183:57567",true
"222.141.46.240:43205",true
"182.121.235.136:55002",true
"123.14.81.172:47217",true
"42.235.178.170:59270",true
"112.248.185.20:45367",true
"175.167.69.149:51783",true
"196.189.104.106:39291",true
"178.141.215.202:53487",true
"196.251.71.105",true
"196.251.84.30",true
"139.59.243.217",true
"91.92.70.10",true
"45.131.64.162",true
"200.59.88.95:59401",true
"115.59.79.117:58051",true
"42.234.233.29:38738",true
"27.215.52.82:44137",true
"117.216.189.198:51751",true
"60.23.77.68:50645",true
"123.5.145.227:53742",true
"passoverstruck.top",true
"125.44.246.108:44093",true
"175.148.159.218:37014",true
"112.239.99.165:58439",true
"115.49.5.115:49907",true
"empiricaludder.top",true
"175.149.95.151:58368",true
"117.213.247.28:42991",true
"221.15.224.227:56210",true
"175.151.120.184:44045",true
"77.223.214.74",true
"com-collective.info",true
"morteone.duckdns.org",true
"telegram-success.live",true
"sihologia2024.com",true
"pcicalogla2024.com",true
"peremogemmo.com.ua",true
"95.215.108.28",true
"vibe-rp.online",true
"telegram-success.com.ua",true
"peremogimo.com.ua",true
"psyyhalogiya2024.com",true
"61.52.54.82:43832",true
"jellyfin.goldenhope.de",true
"83.217.209.229",true
"gov-antivirus.com",true
"222.127.73.15:58686",true
"zecgbl.com",true
"google.chrome-upgrade.com",true
"chrome-upgrade.com",true
"ttokapp03.com",true
"app-ambiance.info",true
"pay-overeni.info",true
"festive-heyrovsky.196-251-72-205.plesk.page",true
"mijn-formulier.jkub.com",true
"wlse.com-collective.info",true
"196-251-72-205.plesk.page",true
"comcocgbl.com",true
"mijn-omgeving.almostmy.com",true
"angry-vaughan.196-251-72-205.plesk.page",true
"qingsonghe.com",true
"appie.pay-overeni.info",true
"lrs.gov-antivirus.com",true
"statuevert.4pu.com",true
"youthful-wu.196-251-72-205.plesk.page",true
"nostalgic-shannon.196-251-72-205.plesk.page",true
"185.117.0.206",true
"cash.app-ambiance.info",true
"123.11.72.2:54793",true
"38.59.219.27",true
"bbk33.in",true
"123.11.91.4:54483",true
"107.173.101.114",true
"61.52.32.215:44987",true
"35.159.105.118",true
"37.221.64.196",true
"traxanhc2.duckdns.org",true
"95.164.55.176:5554",true
"115.55.197.66:39270",true
"45.141.215.37",true
"37.114.46.111",true
"ctx3.com",true
"45.94.31.182",true
"115.190.151.227:801",true
"135.116.64.145",true
"121.43.152.104:18081",true
"121.61.108.193:444",true
"43.138.22.149:9999",true
"43.143.114.43:8090",true
"43.138.22.149:8089",true
"101.34.66.77:8089",true
"101.200.193.211:8090",true
"43.138.22.149",true
"175.24.47.254:4444",true
"110.42.57.182:8888",true
"121.199.52.25",true
"110.41.12.167",true
"47.98.216.193:8080",true
"47.109.88.26:7777",true
"176.46.152.35",true
"47.109.69.234:8088",true
"39.104.22.29:8089",true
"43.138.22.149:8082",true
"43.138.22.149:8085",true
"196.251.71.197",true
"121.40.76.3",true
"51.38.140.83",true
"60.211.31.28:41800",true
"123.60.191.231:1234",true
"47.109.58.47:8989",true
"118.14.235.47",true
"2.187.19.170:1209",true
"123.17.61.22:8082",true
"1.53.31.92",true
"121.73.162.20:8082",true
"31.192.144.87:39247",true
"151.235.181.191:8808",true
"79.164.57.127:25096",true
"41.246.165.254:8084",true
"41.246.165.254:8081",true
"41.246.165.254:8083",true
"112.25.190.26:16347",true
"41.246.165.254:8082",true
"41.146.73.27:8082",true
"125.175.65.241",true
"222.149.241.21",true
"88.11.159.113:91",true
"46.6.6.9:57610",true
"59.29.135.151:11442",true
"1.70.14.197:7310",true
"41.146.73.27:8081",true
"78.157.28.52:8497",true
"59.88.44.34:2003",true
"114.226.30.215:8888",true
"223.15.55.206:20546",true
"83.239.108.174:43094",true
"185.163.167.164:24404",true
"188.4.36.93:2456",true
"77.245.7.181:20508",true
"181.166.103.98:24408",true
"113.165.118.198:8080",true
"95.244.93.244:21934",true
"95.71.40.108:21161",true
"92.18.6.250:54949",true
"46.6.13.167:53471",true
"88.24.52.121:10062",true
"116.106.177.123:1082",true
"103.10.228.28:34888",true
"176.97.162.241:45696",true
"91.192.69.24:48957",true
"88.24.52.121:10072",true
"83.224.132.57",true
"83.224.162.85",true
"42.179.4.178:37573",true
"221.15.14.148:59329",true
"anonhax.site",true
"176.65.151.53",true
"117.211.153.148:34002",true
"115.48.140.165:41614",true
"117.209.85.230:53651",true
"115.57.71.200:55389",true
"123.154.30.231:44181",true
"117.209.81.153:48085",true
"42.227.184.208:51145",true
"220.201.3.109:38414",true
"117.206.105.93:34950",true
"117.193.131.173:35409",true
"125.45.54.33:47713",true
"219.156.100.248:60175",true
"182.126.113.111:38282",true
"182.115.133.230:41908",true
"178.243.163.185:50979",true
"191.241.143.14:34550",true
"27.220.14.149:54555",true
"182.126.116.65:44769",true
"175.146.157.212:47035",true
"222.139.196.41:41383",true
"59.98.22.181:50916",true
"61.3.111.197:43068",true
"42.226.75.198:55530",true
"27.37.225.63:53783",true
"162.250.16.20:43993",true
"119.100.125.159:37562",true
"59.88.157.219:60700",true
"116.138.244.105:40740",true
"60.18.108.216:46557",true
"113.238.12.215:60344",true
"116.138.94.249:44589",true
"117.216.63.146:45961",true
"60.17.88.124:54132",true
"175.148.93.244:53545",true
"115.55.253.225:49321",true
"182.125.115.85:41712",true
"59.180.150.20:46770",true
"117.247.219.50:34638",true
"182.112.10.51:44174",true
"117.204.165.94:57770",true
"123.12.229.170:59443",true
"219.155.41.193:36940",true
"42.6.53.64:60192",true
"117.216.181.236:51043",true
"117.247.210.51:41155",true
"110.183.48.166:60664",true
"bestproductreviews.xyz",true
"196.188.80.3:45417",true
"112.248.30.160:35074",true
"42.5.32.160:48271",true
"182.116.20.134:46986",true
"194.233.86.192",true
"45.153.34.32",true
"115.55.130.246:56781",true
"112.64.53.135:37229",true
"182.116.54.11:59467",true
"115.63.9.78:49014",true
"182.127.38.197:33036",true
"59.97.240.199:36601",true
"59.180.147.218:46770",true
"182.112.10.160:49792",true
"123.13.117.152:56657",true
"117.216.53.0:37253",true
"61.1.146.2:32998",true
"61.54.183.151:50042",true
"106.40.81.102:45626",true
"117.200.123.12:52850",true
"42.6.108.14:45759",true
"31.135.249.24:46234",true
"117.209.90.41:41973",true
"113.221.56.48:51384",true
"61.3.22.167:37980",true
"27.37.25.42:44824",true
"117.215.48.12:53150",true
"175.167.163.217:50273",true
"123.23.225.250:56709",true
"115.55.226.23:45477",true
"59.99.205.226:44978",true
"219.155.26.63:42423",true
"42.239.228.119:51255",true
"59.96.140.178:59831",true
"119.109.243.210:48885",true
"182.124.38.189:60200",true
"59.96.143.191:51118",true
"182.127.29.13:37465",true
"1.70.10.31:13651",true
"222.137.37.24:35286",true
"117.206.27.37:42438",true
"222.140.184.39:39094",true
"123.9.34.72:46036",true
"221.15.186.170:35441",true
"115.49.101.219:39746",true
"125.47.60.68:46865",true
"115.56.100.30:34835",true
"115.49.24.200:50205",true
"39.74.210.139:53241",true
"115.50.55.189:48331",true
"42.235.67.171:44975",true
"112.242.113.204:50893",true
"42.59.77.67:48560",true
"66.23.155.45:57481",true
"175.168.250.206:49540",true
"216.133.137.138:35900",true
"42.239.255.114:56594",true
"1.62.23.111:41008",true
"181.79.85.69:9082",true
"42.232.180.81:57574",true
"219.157.64.214:38613",true
"106.40.242.105:48137",true
"123.129.128.143:39521",true
"39.71.14.142:48190",true
"182.121.113.61:47508",true
"120.61.197.153:56046",true
"45.141.87.195:8000",true
"59.88.24.166:53886",true
"112.248.100.181:37082",true
"125.41.94.247:60512",true
"118.232.137.101:40985",true
"202.107.22.38:59044",true
"175.165.108.98:45941",true
"123.7.222.200:41549",true
"eveloungeyyc.com",true
"196.251.81.176",true
"112.242.56.127:48967",true
"196.251.80.145",true
"115.187.17.117",true
"42.55.6.230:51163",true
"42.54.154.9:38514",true
"117.235.151.211:50008",true
"196.251.114.102",true
"45.131.65.57",true
"159.89.117.65",true
"179.61.138.56",true
"42.235.37.241:48686",true
"117.215.61.192:36304",true
"125.44.61.136:37520",true
"117.247.212.17:50348",true
"60.18.100.227:60905",true
"45.131.64.210",true
"222.138.178.219:46099",true
"2.59.119.48",true
"175.174.47.87:51742",true
"123.190.18.123:60813",true
"viadeo.best",true
"ucarecdn.com",true
"59.94.121.59:34266",true
"42.238.195.250:38811",true
"59.183.101.214:44596",true
"141.98.6.34:5554",true
"117.223.140.79:56443",true
"bleh.top",true
"bleh.rip",true
"112.248.106.59:38022",true
"119.114.197.71:35259",true
"123.10.152.145:39183",true
"120.28.193.170:39568",true
"120.28.114.23:60496",true
"42.225.207.38:40794",true
"115.50.210.152:46905",true
"182.127.45.187:56888",true
"27.215.180.63:33263",true
"182.98.37.61:38615",true
"42.5.238.144:42279",true
"42.235.46.72:55160",true
"122.245.127.219:37886",true
"175.173.74.209:48227",true
"42.238.247.255:46298",true
"125.42.254.105:50828",true
"59.97.183.195:49025",true
"221.202.23.42:58734",true
"61.1.19.205:45065",true
"iotkit.duckdns.org",true
"smtp261.storeroom-headgear.com",true
"117.215.54.88:52471",true
"117.213.245.116:36700",true
"59.97.177.190:43481",true
"27.194.209.188:57219",true
"60.18.51.7:42558",true
"123.189.207.3:34115",true
"115.50.231.31:55707",true
"115.62.59.35:56332",true
"120.61.15.241:46212",true
"117.220.63.196:44764",true
"112.252.207.163:53395",true
"88.254.24.38:52581",true
"42.231.40.188:40584",true
"112.113.221.117:40552",true
"117.209.93.105:37563",true
"182.117.41.218:44940",true
"117.221.246.132:36601",true
"50.3.47.60",true
"117.247.217.28:34246",true
"123.11.129.167:37964",true
"42.179.7.122:43702",true
"117.209.93.81:56706",true
"117.198.10.51:60626",true
"bot.chanbaba.online",true
"119.163.166.13:53319",true
"219.157.63.37:40332",true
"103.77.241.176",true
"182.121.46.123:58945",true
"119.116.37.233:42049",true
"222.137.229.58:35609",true
"117.209.83.157:60986",true
"182.126.240.58:45325",true
"42.7.96.223:41360",true
"181.94.210.3:39726",true
"115.52.189.234:46648",true
"61.3.20.71:36919",true
"175.167.96.18:42532",true
"219.155.82.253:41806",true
"42.224.197.178:50506",true
"59.182.216.51:40763",true
"42.231.91.149:45936",true
"117.212.39.146:50821",true
"119.116.238.158:40944",true
"39.65.164.242:44405",true
"115.58.93.199:54152",true
"45.133.74.55",true
"125.47.222.220:47167",true
"61.52.176.173:34770",true
"182.127.122.82:43055",true
"123.5.131.182:51541",true
"113.233.121.19:53673",true
"27.215.211.75:38805",true
"219.157.21.233:58685",true
"42.6.189.42:35010",true
"115.49.210.173:34783",true
"123.13.164.37:59692",true
"39.79.13.222:39629",true
"175.165.44.213:39899",true
"115.56.150.88:33992",true
"113.238.69.45:46518",true
"42.232.224.100:57090",true
"113.231.196.7:50335",true
"221.1.224.179:35521",true
"42.243.138.46:43642",true
"123.5.184.134:47621",true
"125.41.205.53:51926",true
"182.114.192.235:36310",true
"42.239.75.254:46494",true
"182.121.172.137:54625",true
"27.215.209.180:60959",true
"112.248.163.52:50997",true
"222.137.239.102:33923",true
"42.177.198.38:33845",true
"80.58.139.127:35673",true
"194.15.36.101",true
"152.42.165.21",true
"42.57.39.73:40011",true
"222.136.23.231:58418",true
"60.23.75.220:53729",true
"119.116.136.124:53967",true
"jfbd.com",true
"www.jfbd.com",true
"moruk.xyz",true
"www.chrome-update.pro",true
"113.218.237.66:40787",true
"123.4.15.46:54642",true
"182.115.132.19:56599",true
"117.209.83.37:40734",true
"42.239.78.31:39615",true
"27.37.118.74:38495",true
"42.224.123.244:41004",true
"175.148.153.26:55231",true
"42.235.74.145:56515",true
"125.43.26.170:58854",true
"42.226.70.128:49482",true
"113.229.190.131:36210",true
"60.215.165.165:48179",true
"117.216.21.145:42281",true
"123.14.197.62:52179",true
"202.107.10.195:58425",true
"220.201.132.202:41535",true
"61.52.156.133:38100",true
"27.202.96.132:45729",true
"115.50.51.62:35568",true
"27.204.224.51:59430",true
"60.18.10.22:55518",true
"125.44.253.159:49819",true
"42.54.151.84:34800",true
"78.159.156.10",true
"175.152.156.25:37263",true
"27.213.240.12:56912",true
"115.58.116.16:58737",true
"159.223.188.100",true
"94.50.255.123:60829",true
"64thservice.life",true
"117.216.180.108:56546",true
"120.61.250.19:52990",true
"103.188.83.28",true
"221.15.22.131:58118",true
"125.43.19.1:59080",true
"113.74.13.141:60827",true
"42.224.124.53:48752",true
"117.251.165.170:60989",true
"117.221.54.37:48538",true
"123.14.248.75:35805",true
"222.138.151.39:54131",true
"bl9tkvqs-5500.euw.devtunnels.ms",true
"candid-shortbread-420b64.netlify.app",true
"176.46.157.32",true
"59.174.119.238:39659",true
"31.129.22.120",true
"64thservices64.netlify.app",true
"bidreaper.com",true
"42.85.103.70:49261",true
"77.90.153.196",true
"113.229.229.113:59317",true
"117.200.92.75:55663",true
"115.56.147.205:48971",true
"42.235.185.242:46866",true
"42.6.94.92:57260",true
"120.60.236.23:52449",true
"36.152.9.62:42803",true
"182.115.71.211:56660",true
"61.3.139.129:47034",true
"115.59.14.87:32835",true
"59.178.222.255:38469",true
"42.52.205.159:49471",true
"120.61.254.10:34722",true
"219.157.203.124:52447",true
"115.49.5.46:54579",true
"221.202.183.115:38543",true
"115.49.105.243:56384",true
"60.211.46.111:55039",true
"112.237.249.140:36492",true
"61.53.84.24:39179",true
"175.148.28.136:52924",true
"115.49.203.168:53794",true
"183.214.149.164:44273",true
"60.18.49.58:39598",true
"61.53.122.29:33288",true
"101.99.233.30:38551",true
"220.201.22.35:34560",true
"183.138.215.250:40263",true
"42.227.197.101:55805",true
"27.207.125.111:36649",true
"42.236.212.197:42423",true
"42.238.172.245:53483",true
"141.11.62.222",true
"42.230.45.90:44189",true
"115.59.231.145:56883",true
"115.53.219.191:42834",true
"27.206.133.32:47611",true
"113.239.251.84:34797",true
"61.53.85.120:35810",true
"182.143.112.152:81",true
"77.90.41.206",true
"196.251.71.153",true
"221.15.196.225:37586",true
"123.129.129.228:43317",true
"182.127.152.6:56572",true
"222.127.153.64:48891",true
"27.202.213.38:39537",true
"113.205.13.153:48483",true
"125.41.8.32:55965",true
"42.239.154.121:45736",true
"timconnorscoach.com",true
"clientes.sangrecreativa.com",true
"headtechnologies.xyz",true
"61.137.144.146:35637",true
"27.213.92.236:34497",true
"112.248.9.188:46691",true
"60.211.43.168:33971",true
"115.58.134.232:36577",true
"182.112.100.181:36692",true
"222.141.105.101:60657",true
"123.14.13.229:48218",true
"123.188.116.167:59796",true
"115.54.130.112:33638",true
"115.63.245.25:41649",true
"222.138.149.37:60491",true
"61.163.13.58:40336",true
"123.8.20.181:46605",true
"mdm.net.id",true
"89.23.113.207",true
"45.151.62.120",true
"154.198.49.48:8888",true
"8.133.251.169:7878",true
"60.205.165.173",true
"47.254.149.115:8081",true
"117.72.215.64:443",true
"39.104.22.29:8088",true
"139.155.104.147",true
"47.236.65.15",true
"47.237.101.36:45151",true
"49.232.159.121",true
"154.12.22.142:4444",true
"8.140.22.103",true
"8.213.230.114",true
"172.87.28.47",true
"178.19.47.98:1162",true
"85.204.223.79:46728",true
"99.103.16.149:5708",true
"37.10.208.225:9000",true
"121.173.138.102:48076",true
"189.164.253.163:8729",true
"14.249.77.239:10004",true
"46.177.247.149:18599",true
"95.215.162.154:50805",true
"120.157.53.146:85",true
"185.95.124.42",true
"37.235.178.252:58799",true
"103.76.59.177:32283",true
"91.139.18.3:56168",true
"78.157.28.46:8497",true
"116.106.177.123:1083",true
"103.28.227.58:45942",true
"213.149.1.171:12419",true
"213.149.19.20:13174",true
"95.139.113.94:56142",true
"178.50.132.91:9301",true
"91.80.165.59",true
"171.231.112.51:26485",true
"112.186.242.171:1578",true
"113.162.127.169",true
"94.141.135.186:32998",true
"81.23.169.227:1541",true
"91.80.168.166",true
"83.224.154.188",true
"115.55.21.180:56462",true
"182.113.224.60:59148",true
"175.147.249.59:36719",true
"120.61.75.171:49479",true
"125.45.9.123:57117",true
"180.191.20.148:50244",true
"61.53.111.27:37500",true
"123.128.141.170:36211",true
"115.50.215.234:58028",true
"120.84.191.214:33533",true
"39.81.125.208:53106",true
"61.53.140.175:57747",true
"42.58.147.104:35751",true
"125.46.151.49:39905",true
"182.121.217.1:39163",true
"42.85.218.85:36718",true
"113.237.107.169:48974",true
"222.185.18.29:53702",true
"175.148.203.55:53784",true
"125.43.33.57:49415",true
"219.157.214.116:37649",true
"42.57.47.70:54916",true
"59.88.13.2:42345",true
"119.179.237.133:40445",true
"222.141.43.38:45395",true
"182.116.49.97:50586",true
"115.49.201.61:52243",true
"123.188.71.115:46940",true
"123.5.172.103:50506",true
"42.232.64.94:38943",true
"182.126.117.224:58941",true
"14.155.235.51:47242",true
"123.14.18.34:42768",true
"196.190.0.118:40923",true
"teplinks.co.ke",true
"119.185.243.99:42193",true
"119.117.254.70:50577",true
"182.121.47.163:42406",true
"61.53.116.197:36989",true
"115.48.148.60:47594",true
"200.59.75.236:45965",true
"42.4.191.139:55737",true
"175.173.119.243:33559",true
"219.156.83.81:37388",true
"120.28.217.108:41294",true
"175.150.53.114:41137",true
"45.135.194.156",true
"222.142.237.169:35633",true
"47.239.253.87:60138",true
"123.9.23.113:51645",true
"45.230.66.127:10029",true
"222.137.8.253:35832",true
"116.138.219.92:47553",true
"42.180.95.76:53205",true
"117.209.83.155:59776",true
"117.216.31.203:34722",true
"182.127.176.244:56766",true
"222.140.182.78:59329",true
"117.211.155.227:37308",true
"123.4.157.253:55463",true
"188.38.3.30:38292",true
"219.157.244.87:59000",true
"123.12.221.130:34404",true
"117.248.27.252:51235",true
"221.200.63.40:41559",true
"59.88.24.205:33337",true
"115.61.117.22:60733",true
"222.138.79.41:34272",true
"115.56.157.91:40111",true
"willneww.com",true
"172.245.95.38",true
"185.213.240.242",true
"world-safest.asia",true
"191.241.143.11:48591",true
"123.12.193.250:39609",true
"116.140.172.170:50424",true
"125.42.252.202:56092",true
"58.240.100.24:35963",true
"222.141.120.207:60681",true
"115.49.129.196:50042",true
"crypter-test.netlify.app",true
"117.209.87.247:46211",true
"sdfgbh565yes.xyz",true
"59.182.215.166:54532",true
"176.46.157.69:7002",true
"42.236.222.66:42893",true
"124.131.143.127:37428",true
"mynode.olb-portals.net.tr:8080",true
"27.197.5.62:58835",true
"106.41.138.215:59234",true
"45.153.34.237",true
"85.175.7.40:33338",true
"125.40.114.23:60457",true
"115.55.254.113:51255",true
"45.80.158.114",true
"222.141.78.68:35004",true
"61.52.106.214:44752",true
"196.190.105.170:35566",true
"175.31.228.242:54672",true
"123.188.69.192:52348",true
"59.92.171.214:56323",true
"115.49.24.106:37884",true
"103.175.16.75",true
"bin.bunnybots.ru",true
"93.123.109.218",true
"182.127.34.60:35733",true
"66.63.187.164",true
"akacostanyaszarvas.hu",true
"42.237.55.202:45348",true
"117.221.55.67:52584",true
"59.88.233.44:38323",true
"27.215.121.212:44459",true
"61.52.51.128:60577",true
"42.235.85.79:49639",true
"117.206.79.4:53060",true
"125.46.197.216:58773",true
"118.125.48.6:34345",true
"61.53.122.62:53767",true
"113.238.14.101:39424",true
"175.107.15.96:59648",true
"115.58.84.221:36586",true
"61.52.32.226:58531",true
"182.119.29.211:45679",true
"200.59.81.180:39361",true
"182.119.227.248:38675",true
"196.190.229.115:44336",true
"182.127.179.21:33248",true
"182.119.176.49:58791",true
"115.54.124.6:46834",true
"61.3.141.52:54604",true
"219.157.165.65:37365",true
"27.215.121.79:43080",true
"182.119.225.124:47700",true
"123.148.228.216:41343",true
"113.239.208.135:53023",true
"125.47.196.217:34359",true
"182.119.107.54:41418",true
"113.229.185.151:47164",true
"112.248.185.26:53440",true
"42.234.244.142:49792",true
"125.41.2.0:40818",true
"123.190.18.113:37204",true
"125.41.5.49:34500",true
"125.41.4.216:47969",true
"115.49.20.139:43593",true
"115.55.165.154:56712",true
"117.198.192.121:40070",true
"60.23.233.48:34745",true
"182.114.32.242:59877",true
"42.239.246.141:47256",true
"61.53.120.59:50095",true
"61.163.159.1:44734",true
"123.190.116.195:37555",true
"222.142.209.209:54126",true
"123.9.80.141:40717",true
"42.229.222.137:34536",true
"123.132.129.41:46669",true
"42.178.63.249:54523",true
"61.137.143.195:45643",true
"117.206.111.225:50589",true
"1.70.11.75:41247",true
"123.190.23.6:46597",true
"112.239.100.6:37222",true
"124.95.42.63:40994",true
"222.142.242.95:40992",true
"39.90.150.79:33422",true
"125.43.95.170:46905",true
"163.123.19.88:50813",true
"196.189.39.17:34552",true
"59.97.249.103:44991",true
"196.189.35.8:45332",true
"61.52.158.152:57604",true
"59.88.240.42:59377",true
"27.215.181.61:42053",true
"222.138.233.13:33826",true
"175.175.55.60:41188",true
"119.189.156.96:42618",true
"112.248.105.27:39521",true
"42.238.171.108:56938",true
"42.54.14.193:44986",true
"42.239.112.116:34835",true
"42.178.53.241:57933",true
"112.248.114.183:36967",true
"42.58.164.0:48706",true
"42.52.202.10:39816",true
"182.121.139.225:44118",true
"42.179.14.19:53516",true
"121.231.237.180:53996",true
"115.63.55.206:44393",true
"115.54.190.122:37501",true
"223.12.185.219:45239",true
"42.228.88.32:39086",true
"119.179.229.181:34209",true
"60.18.9.122:40353",true
"117.206.68.131:39952",true
"175.175.201.245:41373",true
"42.233.105.122:59346",true
"186.88.165.234:45441",true
"61.53.148.73:59443",true
"222.137.39.100:53112",true
"123.11.8.157:43604",true
"phs1.krakencloud.net",true
"42.233.165.188:32835",true
"124.6.113.194:46981",true
"42.53.14.133:55348",true
"42.231.94.41:53794",true
"175.147.157.224:48409",true
"115.55.24.221:56962",true
"113.231.250.96:37573",true
"176.65.148.210",true
"182.126.102.123:36650",true
"tester231.lovestoblog.com",true
"1008.filemail.com",true
"60.18.56.95:54578",true
"182.123.240.196:38446",true
"112.239.123.253:37145",true
"42.177.109.15:45728",true
"175.175.204.247:37612",true
"46.227.184.211:51861",true
"117.221.253.231:48588",true
"115.61.117.159:46893",true
"42.177.21.4:46815",true
"phs9.krakencloud.net",true
"2.56.246.174",true
"45.135.194.137",true
"103.130.213.4",true
"119.119.230.124:56960",true
"175.173.90.16:54720",true
"96.44.154.199",true
"60.18.61.63:49914",true
"182.114.255.170:42254",true
"182.122.193.170:50170",true
"42.234.203.197:36624",true
"125.43.33.130:36626",true
"219.157.27.95:57729",true
"117.209.94.120:38943",true
"78.142.229.12",true
"42.56.156.221:57829",true
"115.55.50.191:37247",true
"222.137.72.219:34666",true
"37.52.129.198:42881",true
"112.252.163.103:40378",true
"115.63.11.76:49014",true
"115.58.112.53:58737",true
"117.215.51.191:37654",true
"117.213.255.48:36791",true
"117.205.170.190:51941",true
"117.200.125.179:55951",true
"196.251.66.32",true
"222.136.81.66:42071",true
"160.191.243.55",true
"117.209.80.23:56175",true
"111.175.102.76:39319",true
"182.113.9.239:43541",true
"176.46.157.60",true
"182.123.210.161:35314",true
"37.114.50.115",true
"178.128.58.215",true
"185.132.53.173",true
"f8412d18b65f41971fc60ee914d24a70.loophole.site",true
"101.204.169.189:34781",true
"112.246.118.113:58660",true
"39.78.2.118:53319",true
"196.251.80.60",true
"103.77.241.146",true
"193.58.121.124",true
"ekochist.com",true
"laccalhdc.com",true
"jupagroup.com",true
"aspotan.com",true
"vivianvalora.com",true
"redempti.com",true
"theblumiles.com",true
"scygas.com",true
"misshon.com",true
"couriontesy.com",true
"goatramz.com",true
"219.156.23.244:45828",true
"rootsite.fun",true
"w1.verkut.host",true
"59.93.77.213:35169",true
"mail-me.shop",true
"117.205.175.22:34767",true
"27.37.117.54:35997",true
"115.49.0.46:41487",true
"182.119.220.159:60709",true
"42.86.181.142:34556",true
"59.88.148.157:48352",true
"101.99.91.172",true
"free-stress.uk",true
"146.19.213.138",true
"119.185.176.18:33589",true
"42.114.195.153:4444",true
"101.126.17.8:8888",true
"106.12.215.229:8099",true
"45.144.137.60:8457",true
"47.117.179.86",true
"121.73.162.102:8082",true
"178.160.27.169:8081",true
"213.207.222.213:58000",true
"178.131.64.251:58813",true
"201.110.44.212:8080",true
"58.187.231.6:8080",true
"59.182.121.130:2000",true
"201.143.2.193:8080",true
"120.61.243.73:2000",true
"103.165.30.254:51317",true
"1.1.104.97:60080",true
"59.178.45.250:39686",true
"46.246.207.232:34470",true
"2.182.154.213:10647",true
"14.161.173.40:8081",true
"14.161.173.40:8082",true
"91.80.138.34",true
"118.200.131.69:12186",true
"31.220.163.1:56268",true
"211.192.158.40:18524",true
"152.173.215.35:8080",true
"117.196.2.162:2003",true
"191.241.143.8:44924",true
"59.95.80.63:53822",true
"182.120.8.198:33114",true
"222.138.237.113:52643",true
"125.40.208.153:57178",true
"117.200.155.2:34164",true
"61.0.107.4:58736",true
"125.44.213.54:44940",true
"175.167.27.199:54621",true
"196.189.69.192:44062",true
"171.83.223.186:48086",true
"42.238.199.121:32829",true
"222.141.105.240:59592",true
"182.121.205.158:48434",true
"42.231.91.2:45936",true
"42.7.196.117:50156",true
"182.117.70.69:45827",true
"27.215.127.10:41389",true
"42.235.190.194:33345",true
"182.116.53.144:44189",true
"222.141.39.21:43255",true
"116.138.13.40:60018",true
"117.194.112.110:34085",true
"117.215.213.71:37220",true
"182.125.117.214:41712",true
"60.18.123.248:53275",true
"222.137.113.205:40051",true
"42.226.76.103:48134",true
"119.117.96.50:35032",true
"219.156.16.167:39953",true
"115.48.160.212:43101",true
"182.115.207.131:38533",true
"120.61.30.32:55239",true
"117.196.166.25:40393",true
"123.10.37.45:39843",true
"222.137.231.181:53040",true
"42.231.110.164:55972",true
"111.70.15.220:60603",true
"182.120.36.170:53404",true
"45.152.241.33",true
"176.65.150.130",true
"39.69.130.194:59847",true
"222.141.83.186:41287",true
