domain,"in_TI_URLhaus"
"219.155.18.253:59692",true
"42.56.198.10:59074",true
"182.117.71.52:57206",true
"115.57.80.64:43228",true
"117.217.133.135:46924",true
"59.97.182.31:59453",true
"117.204.17.209:43665",true
"42.178.110.103:49513",true
"182.121.54.230:46513",true
"222.136.22.149:57820",true
"182.127.34.118:49353",true
"182.116.51.204:42915",true
"42.6.226.189:51014",true
"115.50.229.232:41997",true
"42.58.229.179:54484",true
"113.228.111.7:39470",true
"42.239.242.34:50038",true
"61.52.61.212:55086",true
"42.232.228.219:51779",true
"42.54.91.115:48186",true
"115.55.182.21:40789",true
"119.116.141.21:48746",true
"182.186.63.131:38726",true
"116.138.188.74:57241",true
"223.13.69.84:57439",true
"222.141.139.98:55501",true
"182.126.92.105:54564",true
"115.58.126.166:42675",true
"123.5.146.215:48753",true
"42.231.92.24:58186",true
"121.205.225.2:49771",true
"182.113.185.40:57656",true
"182.119.255.15:60709",true
"123.14.253.98:48157",true
"185.170.226.17:55731",true
"182.113.216.203:45067",true
"59.94.68.54:51471",true
"59.98.194.74:53206",true
"113.89.43.112:40502",true
"117.200.234.215:37675",true
"59.96.136.175:45665",true
"45.185.94.64:57558",true
"61.52.5.151:53545",true
"125.41.242.72:42092",true
"182.126.87.171:44716",true
"117.209.222.28:48441",true
"123.8.157.217:42732",true
"117.244.229.41:45753",true
"42.224.16.181:55334",true
"59.94.67.226:60243",true
"42.224.109.198:45963",true
"59.96.137.147:43774",true
"219.157.28.92:40784",true
"117.205.91.81:53265",true
"117.209.88.191:47054",true
"115.52.42.163:55699",true
"123.189.106.182:60508",true
"115.50.89.151:42108",true
"219.157.30.25:50244",true
"112.198.195.68:47568",true
"42.176.107.70:48315",true
"222.138.149.72:44227",true
"112.249.79.143:49903",true
"125.44.45.247:35055",true
"175.165.121.32:49455",true
"175.148.153.59:37557",true
"219.155.202.185:39491",true
"175.167.160.23:50273",true
"115.50.204.2:59464",true
"178.141.62.178:42582",true
"222.140.182.39:43362",true
"182.123.193.46:44637",true
"182.121.110.232:55516",true
"221.200.99.171:54801",true
"117.209.86.56:47783",true
"183.108.45.84:46803",true
"42.54.25.201:36718",true
"123.4.183.248:53971",true
"112.239.101.173:54551",true
"119.180.244.165:32854",true
"117.254.102.8:41793",true
"114.228.197.198:61640",true
"182.127.152.93:56163",true
"61.53.157.182:47915",true
"125.46.246.211:36987",true
"175.173.87.138:49629",true
"59.95.89.122:41729",true
"115.48.148.39:53518",true
"219.157.34.79:34479",true
"59.183.101.124:55926",true
"220.201.144.186:43924",true
"42.229.221.79:56043",true
"219.157.33.52:60588",true
"182.117.80.43:45420",true
"117.209.21.138:56919",true
"120.61.250.18:36346",true
"112.248.187.120:59034",true
"175.165.109.254:45941",true
"182.127.127.248:35622",true
"117.209.82.163:43969",true
"175.147.153.89:57486",true
"110.177.80.58:38960",true
"123.14.34.124:55270",true
"199.16.59.217:45097",true
"77.222.101.195:2494",true
"119.179.72.187:44949",true
"222.138.103.207:48238",true
"117.215.220.240:45482",true
"123.12.234.75:49376",true
"61.53.124.124:54601",true
"60.23.193.63:49662",true
"39.90.149.134:50034",true
"117.216.64.151:53806",true
"103.42.243.61:40013",true
"58.140.19.208:60571",true
"115.49.208.37:40431",true
"42.87.184.107:54523",true
"106.40.80.40:48500",true
"116.139.203.97:56806",true
"113.239.71.65:57870",true
"113.229.179.32:51326",true
"125.45.65.25:49330",true
"115.48.143.116:48760",true
"182.117.148.162:47030",true
"27.215.157.34:33068",true
"222.142.200.30:35078",true
"42.227.200.126:38721",true
"42.232.236.37:46557",true
"37.12.72.65:43697",true
"117.209.91.18:59144",true
"117.205.82.207:38752",true
"42.7.10.147:58719",true
"119.179.255.210:59055",true
"182.121.68.2:41176",true
"182.113.33.193:52073",true
"115.62.135.147:54106",true
"221.14.122.24:51290",true
"42.235.90.36:50912",true
"117.209.80.34:43792",true
"115.63.183.84:46570",true
"113.231.204.194:41274",true
"219.154.39.54:44177",true
"117.205.163.135:46331",true
"182.114.35.92:50117",true
"112.248.100.22:53202",true
"220.201.148.222:47785",true
"60.21.172.136:41341",true
"221.15.95.13:60270",true
"219.155.132.40:52632",true
"115.55.198.232:56118",true
"182.116.10.148:57708",true
"115.57.83.93:60368",true
"115.50.231.11:52409",true
"60.18.10.29:33809",true
"117.254.96.189:44010",true
"59.97.177.254:35450",true
"185.177.239.139",true
"5.255.121.213",true
"223.15.19.106:52281",true
"123.11.78.238:37276",true
"86.54.28.101",true
"117.209.88.185:39497",true
"42.178.152.142:49939",true
"219.156.126.157:34284",true
"222.140.182.211:55555",true
"42.224.46.142:36042",true
"46.160.139.44:34683",true
"123.12.99.100:59769",true
"42.238.120.197:32962",true
"61.3.129.106:48991",true
"61.52.181.178:34928",true
"42.224.81.53:48134",true
"221.13.221.226:51101",true
"182.119.181.0:40924",true
"180.190.188.205:39318",true
"42.225.70.117:47215",true
"117.44.242.206:45067",true
"60.19.129.74:40707",true
"42.235.184.121:35394",true
"117.200.120.205:34638",true
"115.55.201.203:35308",true
"115.58.14.38:39480",true
"219.155.193.187:33121",true
"202.83.163.47:41652",true
"117.200.89.125:37988",true
"42.230.217.141:53538",true
"117.203.159.54:56819",true
"39.79.84.37:35057",true
"115.55.36.150:47438",true
"218.60.176.213:33008",true
"42.231.105.244:44028",true
"125.44.241.23:57032",true
"123.190.70.92:35751",true
"42.234.100.235:35152",true
"117.254.174.197:50975",true
"123.11.243.173:39145",true
"219.155.210.113:35205",true
"182.52.76.176:43502",true
"115.58.86.70:51620",true
"115.55.218.125:57599",true
"117.241.196.70:37694",true
"180.191.42.112:35752",true
"117.196.166.175:54650",true
"42.226.222.200:35459",true
"61.53.159.165:42952",true
"27.215.139.174:51939",true
"42.232.226.70:48998",true
"123.4.136.29:58974",true
"115.52.119.41:34085",true
"123.11.8.198:55175",true
"27.215.83.23:58724",true
"182.60.227.242:40143",true
"39.74.184.212:39746",true
"123.9.199.0:37997",true
"59.184.240.101:49014",true
"119.117.245.118:35219",true
"115.50.36.32:59970",true
"61.52.55.3:32934",true
"113.236.137.234:52873",true
"112.248.112.94:38463",true
"42.6.187.79:50933",true
"119.185.243.96:51059",true
"117.221.175.43:37035",true
"183.149.0.146:41160",true
"112.246.115.172:56336",true
"69.84.144.175:40725",true
"182.115.66.87:41850",true
"175.175.83.245:52581",true
"115.49.84.100:43498",true
"175.173.90.77:60155",true
"112.237.95.245:37319",true
"182.126.244.53:57788",true
"115.61.112.5:33959",true
"61.53.121.159:56300",true
"61.168.50.3:35201",true
"182.127.127.108:46793",true
"123.188.65.101:47161",true
"42.227.237.207:49761",true
"39.90.151.244:35092",true
"125.43.242.137:34727",true
"61.53.133.210:34060",true
"165.220.188.33:41588",true
"42.176.198.52:50424",true
"45.171.177.193:40428",true
"123.9.82.202:51814",true
"42.232.231.139:59993",true
"222.137.237.18:56936",true
"182.116.8.30:47181",true
"42.225.202.29:55962",true
"182.116.10.46:37401",true
"182.126.143.64:56799",true
"115.55.130.116:47510",true
"222.137.165.119:59350",true
"file-lin2.vercel.app",true
"202.83.163.2:36469",true
"182.119.230.17:58183",true
"41.110.111.2:58496",true
"117.235.105.33:55677",true
"115.49.3.2:41491",true
"115.50.232.17:39774",true
"117.216.3.89:51191",true
"200.59.88.23:58377",true
"42.178.171.151:50077",true
"77.236.74.65:54940",true
"117.221.168.111:37758",true
"182.121.131.152:35977",true
"219.157.19.198:37348",true
"115.61.16.112:38173",true
"106.59.1.20:50639",true
"59.95.85.93:58480",true
"221.13.186.225:58241",true
"115.57.109.133:44293",true
"125.44.55.57:58379",true
"14.155.205.95:32897",true
"219.156.56.78:46767",true
"60.22.247.105:35153",true
"42.235.183.242:54268",true
"117.209.20.232:57504",true
"119.186.206.33:55348",true
"123.11.15.168:38379",true
"115.62.146.54:48561",true
"115.52.245.232:59925",true
"59.94.122.213:45626",true
"42.58.229.179:51779",true
"27.215.214.144:41259",true
"115.55.201.105:53559",true
"217.65.221.176:40793",true
"42.224.0.168:38438",true
"123.11.64.182:43289",true
"42.233.106.124:49038",true
"47.92.193.143:4444",true
"47.113.217.92:9999",true
"192.140.188.178:8089",true
"101.42.239.131:8787",true
"1.94.113.96:50001",true
"47.92.116.191:9090",true
"101.43.27.138:50001",true
"1.94.239.203:9999",true
"89.23.107.148",true
"117.255.100.40:5900",true
"117.206.96.32:2009",true
"1.55.55.92:8080",true
"152.173.151.146:8080",true
"92.40.119.128:8001",true
"121.73.169.248:8082",true
"14.173.33.250:8082",true
"103.43.7.106:41771",true
"197.89.38.83:8034",true
"223.13.62.34:17178",true
"79.166.122.144:57838",true
"222.246.33.234:42490",true
"152.173.131.203:8080",true
"222.185.16.30:63060",true
"39.39.38.133:32082",true
"118.171.144.246:31044",true
"189.222.112.125:8080",true
"14.245.103.183",true
"102.212.60.172:8026",true
"88.31.36.204:10000",true
"117.211.35.34:2003",true
"83.224.147.40",true
"145.255.210.30:44985",true
"117.254.181.24:53806",true
"14.153.207.19:53173",true
"182.127.100.111:54445",true
"117.209.11.94:56919",true
"219.137.231.120:47513",true
"182.119.182.67:46722",true
"221.15.12.18:60654",true
"175.0.66.68:54018",true
"42.85.163.168:60014",true
"182.116.121.119:47821",true
"222.142.198.230:45065",true
"125.40.155.37:51912",true
"61.53.116.160:38576",true
"115.48.162.248:48815",true
"61.163.13.138:47626",true
"182.117.108.96:51852",true
"115.62.158.146:56333",true
"120.61.207.249:48474",true
"42.239.73.170:43899",true
"182.127.6.221:51413",true
"117.198.207.177:54624",true
"115.56.153.69:49630",true
"45.8.118.17:57218",true
"115.219.143.17:40263",true
"115.59.84.97:57106",true
"115.54.109.238:36357",true
"125.45.66.196:50679",true
"123.11.241.143:38469",true
"123.9.127.177:43828",true
"110.182.227.34:60730",true
"42.230.29.2:54026",true
"117.205.172.166:54367",true
"61.53.94.238:37918",true
"182.120.3.187:35278",true
"200.59.85.3:43880",true
"117.254.99.138:43385",true
"123.10.33.107:42013",true
"60.23.232.187:57977",true
"219.155.127.209:37782",true
"60.18.100.103:57654",true
"117.215.48.71:45685",true
"103.114.198.238:39806",true
"182.126.107.201:32869",true
"61.53.92.139:44592",true
"117.206.14.228:46666",true
"59.96.143.103:56724",true
"115.54.162.50:45706",true
"125.47.204.92:42498",true
"117.208.100.2:35483",true
"88.252.134.155:47473",true
"27.215.183.84:58562",true
"115.63.228.50:55068",true
"115.54.171.145:56420",true
"42.179.0.101:59796",true
"42.234.203.19:51035",true
"61.52.48.212:59498",true
"27.215.53.41:39881",true
"223.12.177.86:45001",true
"61.53.140.100:36661",true
"218.19.147.41:39793",true
"222.216.40.5:43339",true
"27.204.225.239:38082",true
"123.14.33.171:55384",true
"182.113.215.130:53470",true
"123.7.223.65:57703",true
"175.30.72.171:56891",true
"117.209.36.130:59964",true
"90.229.218.205:52846",true
"117.220.149.144:37483",true
"160.177.231.178:43300",true
"115.56.148.236:36566",true
"123.190.23.80:48973",true
"59.88.233.170:50487",true
"125.43.17.243:37608",true
"27.37.88.141:41084",true
"118.250.144.211:45748",true
"115.54.107.43:54538",true
"113.231.231.113:36424",true
"61.53.241.236:36307",true
"117.131.92.150:45696",true
"115.52.47.237:59968",true
"115.49.118.138:46672",true
"222.141.141.33:34336",true
"27.194.50.236:42915",true
"115.50.35.198:41055",true
"117.247.209.209:52999",true
"117.205.87.28:51645",true
"42.224.149.84:41600",true
"59.93.20.232:58272",true
"125.41.7.149:52080",true
"42.230.215.101:42866",true
"115.61.49.170:40038",true
"117.206.98.137:36441",true
"42.52.13.114:33645",true
"115.49.64.125:57730",true
"175.175.73.192:41020",true
"42.230.70.178:50976",true
"112.248.114.50:54032",true
"182.127.152.251:42816",true
"182.121.75.68:46606",true
"113.74.13.254:60827",true
"117.199.45.204:48190",true
"103.40.66.79:44166",true
"200.59.88.40:46989",true
"111.177.103.37:51390",true
"60.212.29.200:35689",true
"115.50.213.215:46976",true
"222.137.208.180:33072",true
"124.94.152.120:36894",true
"114.239.220.88:39683",true
"120.61.94.150:50799",true
"42.235.38.64:42874",true
"117.196.161.226:53388",true
"200.59.88.140:38027",true
"115.55.56.250:38062",true
"175.31.168.139:40588",true
"115.49.73.34:34029",true
"42.239.190.60:44331",true
"61.137.132.123:58305",true
"222.138.103.98:44242",true
"182.126.86.200:53547",true
"115.63.14.123:39315",true
"221.15.95.240:49547",true
"42.85.129.141:45611",true
"115.63.176.96:55005",true
"123.7.220.121:57611",true
"182.115.241.26:35703",true
"27.223.184.219:50103",true
"200.59.88.126:45387",true
"182.127.46.22:42669",true
"106.41.140.34:59393",true
"182.127.103.4:53903",true
"182.112.218.88:42802",true
"61.53.87.232:34047",true
"119.185.240.4:37770",true
"222.127.170.183:35531",true
"115.52.235.115:60964",true
"42.230.36.152:56118",true
"113.231.79.184:51137",true
"202.169.232.194:53722",true
"117.209.80.120:52839",true
"182.112.31.3:42959",true
"112.248.82.200:46265",true
"222.141.40.147:33191",true
"117.209.90.58:51247",true
"119.187.243.150:59331",true
"59.96.141.110:57955",true
"182.127.179.140:37318",true
"123.14.54.55:45555",true
"182.127.39.183:41188",true
"52.55.68.97",true
"89.197.154.115",true
"123.14.85.109:53591",true
"116.133.72.10:20000",true
"60.26.217.176:88",true
"61.53.220.227:37744",true
"125.44.205.171:42763",true
"117.209.81.85:39589",true
"125.47.6.76:38563",true
"125.45.65.154:33614",true
"42.228.245.136:56006",true
"123.11.223.206:36938",true
"222.140.192.19:57001",true
"61.53.159.86:54744",true
"112.248.61.101:49266",true
"117.209.90.39:60638",true
"42.226.236.197:34727",true
"162.250.16.34:43580",true
"115.57.31.204:50154",true
"42.5.59.100:46506",true
"120.28.169.51:47296",true
"222.138.204.200:37024",true
"113.230.50.254:36630",true
"42.224.193.134:57061",true
"222.140.180.16:55456",true
"182.116.121.253:49990",true
"125.45.11.200:59720",true
"42.232.86.77:34297",true
"219.157.64.165:49742",true
"112.198.200.186:54178",true
"scorpiocrypter.cc",true
"nitrosoftwares.com",true
"lunazinvest.com",true
"cold-eu-agl-1.gofile.io",true
"117.196.177.196:53206",true
"221.13.235.243:45622",true
"42.57.218.11:46940",true
"221.14.53.71:37820",true
"36.212.238.69:800",true
"222.139.46.101:57184",true
"42.51.49.238:6828",true
"59.182.65.249:44238",true
"200.59.88.144:40871",true
"222.219.45.129:41254",true
"116.138.107.173:43284",true
"117.213.245.129:37119",true
"61.3.142.129:48991",true
"serv90.com",true
"163.142.89.111:33533",true
"219.157.53.22:33661",true
"42.194.186.137:8888",true
"47.109.20.211:10010",true
"115.59.24.252:42710",true
"91.212.166.102",true
"61.52.227.213:40655",true
"178.62.48.123",true
"58.22.95.120:6868",true
"115.50.68.232:56241",true
"50.116.47.171:8000",true
"147.182.240.86:8000",true
"80.78.27.85:81",true
"1.82.240.122:8521",true
"103.243.26.213:8000",true
"14.225.238.7:15447",true
"1.15.230.7:8888",true
"14.225.217.229:8080",true
"107.172.86.208:1389",true
"196.251.86.71:8090",true
"27.70.224.99:8006",true
"154.213.192.3",true
"101.43.244.21:8888",true
"81.19.137.134:8080",true
"45.74.10.38:90",true
"160.187.198.4:8000",true
"107.130.118.168:8081",true
"139.159.197.114:8090",true
"118.89.58.108:9999",true
"43.140.214.197:8888",true
"86.107.168.9:8000",true
"188.84.239.125:81",true
"161.132.50.128:88",true
"111.22.34.104:8888",true
"196.251.86.169",true
"13.50.225.235",true
"196.251.70.143",true
"79.110.49.198",true
"178.255.126.39:9090",true
"156.67.105.217",true
"vl.io.vn:8006",true
"87.120.84.232",true
"104.219.236.113",true
"194.110.247.14",true
"222.140.157.99:53771",true
"182.116.20.202:57569",true
"42.230.43.47:39646",true
"196.70.68.245:54946",true
"42.54.148.41:60860",true
"115.48.220.36:50788",true
"175.168.181.38:58869",true
"42.239.231.159:59275",true
"125.43.252.169:49706",true
"171.36.132.198:51670",true
"222.134.172.118:55346",true
"117.215.214.43:45482",true
"182.127.38.30:43857",true
"117.209.82.209:55561",true
"123.188.61.72:54761",true
"123.14.159.40:47109",true
"175.165.238.85:48148",true
"115.58.142.240:35704",true
"46.158.112.110:48603",true
"27.207.222.35:40421",true
"59.95.88.85:52781",true
"188.17.93.60:42806",true
"123.10.36.207:36995",true
"223.156.138.72:51134",true
"182.113.47.199:40750",true
"221.15.5.149:51789",true
"115.55.233.250:60367",true
"182.126.214.192:41445",true
"115.204.103.48:58859",true
"182.120.132.70:48750",true
"124.92.88.151:36414",true
"115.48.148.108:49099",true
"42.7.207.244:43141",true
"115.50.65.111:60270",true
"42.227.206.169:60098",true
"103.48.64.101:33054",true
"114.33.8.73:88",true
"27.193.197.117:33356",true
"45.77.132.13",true
"103.93.93.162:50314",true
"8.220.245.115:60117",true
"60.215.188.245:54480",true
"47.236.20.49:60120",true
"38.6.224.248",true
"123.5.179.116:38423",true
"182.60.231.37:43974",true
"61.53.117.55:35451",true
"119.116.147.58:56470",true
"221.15.255.174:41458",true
"117.213.249.148:36695",true
"125.47.196.250:45343",true
"117.200.92.122:37988",true
"115.50.219.224:45851",true
"220.201.25.146:48316",true
"59.93.74.59:36702",true
"196.190.69.149:43801",true
"59.88.137.247:52962",true
"59.54.88.94:44127",true
"123.8.50.151:38904",true
"117.206.77.83:44620",true
"112.239.99.161:40392",true
"115.56.121.29:43984",true
"123.8.41.196:46605",true
"115.48.7.19:55058",true
"222.141.21.142:56114",true
"123.5.153.150:50145",true
"117.26.110.149:52729",true
"60.23.144.174:53545",true
"123.10.60.128:46861",true
"182.126.116.107:52807",true
"125.43.82.105:60719",true
"115.56.146.80:54184",true
"124.133.88.139:43525",true
"119.117.188.228:41034",true
"182.119.165.136:41458",true
"123.11.3.115:39285",true
"42.230.199.33:36970",true
"119.117.124.220:49067",true
"61.3.109.156:57812",true
"124.92.84.151:51455",true
"200.59.80.82:60791",true
"119.179.81.184:53947",true
"175.149.121.141:46678",true
"117.211.213.219:35217",true
"117.209.85.52:47783",true
"196.190.133.133:50773",true
"199.91.116.76:12582",true
"42.239.154.136:36059",true
"219.155.80.189:34414",true
"117.215.183.178:37631",true
"117.199.77.240:43323",true
"117.209.87.0:53443",true
"222.142.253.147:39975",true
"112.254.132.90:51800",true
"115.48.17.133:34359",true
"200.59.88.77:56856",true
"221.202.19.245:56173",true
"61.137.199.135:46028",true
"27.206.185.84:55356",true
